Date,Team,Home/Away,Opp,Venue,W/L,Team Pts,Opp Pts,Spread,Transition_percent_O,Transition_percent_D,Total_Transition_percent
2025-02-02,MEM,Away,MIL,MIL,W,132,119,4,0.20,0.12,0.318
2025-01-30,MEM,Home,HOU,MEM,W,120,119,-4,0.11,0.135,0.24
2025-01-27,MEM,Away,NYK,NYK,L,106,143,3.5,0.12,0.278,0.402
2025-01-25,MEM,Home,UTA,MEM,W,125,103,-11,0.17,0.14,0.308
2025-01-24,MEM,Home,NOP,MEM,W,139,126,-9.5,0.16,0.156,0.316
2025-01-22,MEM,Home,CHA,MEM,W,132,120,-11.5,0.13,0.178,0.307
2025-01-20,MEM,Home,MIN,MEM,W,108,106,-5,0.24,0.089,0.327
2025-01-17,MEM,Away,SAS,SAS,W,140,112,2,0.14,0.146,0.281
2025-01-15,MEM,Away,SAS,SAS,W,129,115,-2.5,0.14,0.157,0.293
2025-01-13,MEM,Away,HOU,HOU,L,118,120,2.5,0.14,0.153,0.297
2025-01-11,MEM,Away,MIN,MIN,W,127,125,2.5,0.13,0.14,0.27
2025-01-09,MEM,Home,HOU,MEM,L,115,119,-3,0.15,0.223,0.369
2025-01-06,MEM,Home,DAL,MEM,W,119,104,-4.5,0.17,0.147,0.314
2025-01-04,MEM,Away,GSW,GSW,L,113,121,3,0.16,0.134,0.29
2025-01-03,MEM,Away,SAC,SAC,L,133,138,3.5,0.17,0.202,0.373
2024-12-31,MEM,Away,PHX,PHX,W,117,112,5.5,0.18,0.192,0.367
2024-12-29,MEM,Away,OKC,OKC,L,106,130,8,0.12,0.188,0.306
2024-12-27,MEM,Away,NOP,NOP,W,132,124,-7,0.16,0.194,0.351
2024-12-26,MEM,Home,TOR,MEM,W,155,126,-11,0.17,0.162,0.332
2024-12-23,MEM,Home,LAC,MEM,L,110,114,-6,0.18,0.274,0.453
2024-12-21,MEM,Away,ATL,ATL,W,128,112,-1.5,0.19,0.176,0.369
2024-12-19,MEM,Home,GSW,MEM,W,144,93,-2,0.25,0.125,0.375
2024-12-15,MEM,Away,LAL,LAL,L,110,116,-2.5,0.21,0.174,0.385
2024-12-13,MEM,Home,BKN,MEM,W,135,119,-10,0.21,0.176,0.382
2024-12-08,MEM,Away,WAS,WAS,W,140,112,-10,0.19,0.075,0.269
2024-12-07,MEM,Away,BOS,BOS,W,127,121,7,0.22,0.083,0.303
2024-12-05,MEM,Home,SAC,MEM,W,115,110,-3.5,0.20,0.113,0.313
2024-12-03,MEM,Away,DAL,DAL,L,116,121,4.5,0.21,0.152,0.362
2024-12-01,MEM,Home,IND,MEM,W,136,121,-6,0.15,0.146,0.293
2024-11-29,MEM,Home,NOP,MEM,W,120,109,-11.5,0.25,0.165,0.413
2024-11-27,MEM,Home,DET,MEM,W,131,111,-8,0.22,0.124,0.343
2024-11-25,MEM,Home,POR,MEM,W,123,98,-10.5,0.21,0.178,0.389
2024-11-23,MEM,Away,CHI,CHI,W,142,131,-4,0.13,0.078,0.204
2024-11-20,MEM,Home,PHI,MEM,W,117,111,5,0.10,0.214,0.315
2024-11-19,MEM,Home,DEN,MEM,L,110,122,-6,0.22,0.297,0.513
2024-11-17,MEM,Home,DEN,MEM,W,105,90,-6,0.25,0.208,0.458
2024-11-15,MEM,Away,GSW,GSW,L,118,123,7,0.24,0.222,0.463
2024-11-13,MEM,Away,LAL,LAL,L,123,128,7.5,0.17,0.133,0.306
2024-11-10,MEM,Away,POR,POR,W,134,89,-1,0.20,0.17,0.366
2024-11-08,MEM,Home,WAS,MEM,W,128,104,-7.5,0.23,0.194,0.426
2024-11-06,MEM,Home,LAL,MEM,W,131,114,-4,0.20,0.213,0.415
2024-11-04,MEM,Away,BKN,BKN,L,104,106,-4,0.13,0.109,0.238
2024-11-02,MEM,Away,PHI,PHI,W,124,107,-1,0.22,0.172,0.393
2024-10-31,MEM,Home,MIL,MEM,W,122,99,6.5,0.15,0.227,0.373
2024-10-30,MEM,Home,BKN,MEM,L,106,119,-12,0.15,0.191,0.34
2024-10-28,MEM,Home,CHI,MEM,L,123,126,-5,0.17,0.135,0.3
2024-10-26,MEM,Home,ORL,MEM,W,124,111,-1,0.15,0.185,0.337
2024-10-25,MEM,Away,HOU,HOU,L,108,128,4,0.17,0.188,0.355
2024-10-23,MEM,Away,UTA,UTA,W,126,124,-2,0.17,0.19,0.363
2025-04-28,MIA,Home,CLE,MIA,L,83,138,8,0.17,0.205,0.372
2025-04-26,MIA,Home,CLE,MIA,L,87,124,4.5,0.09,0.139,0.227
2025-04-23,MIA,Away,CLE,CLE,L,112,121,12,0.08,0.117,0.192
2025-04-20,MIA,Away,CLE,CLE,L,100,121,12.5,0.12,0.071,0.19
2025-04-18,MIA,Away,ATL,ATL,W,123,114,-2,0.16,0.202,0.364
2025-04-16,MIA,Away,CHI,CHI,W,109,90,2,0.15,0.16,0.307
2025-04-13,MIA,Home,WAS,MIA,L,118,119,-8.5,0.16,0.129,0.287
2025-04-11,MIA,Away,NOP,NOP,W,153,104,-14.5,0.25,0.161,0.414
2025-04-09,MIA,Away,CHI,CHI,L,111,119,-2.5,0.13,0.108,0.238
2025-04-07,MIA,Home,PHI,MIA,W,117,105,-12,0.18,0.147,0.326
2025-04-05,MIA,Home,MIL,MIA,L,115,121,-1,0.15,0.096,0.247
2025-04-03,MIA,Home,MEM,MIA,L,108,110,5.5,0.15,0.165,0.311
2025-04-02,MIA,Away,BOS,BOS,W,124,103,10,0.09,0.073,0.158
2025-03-31,MIA,Away,WAS,WAS,W,120,94,-9.5,0.22,0.144,0.365
2025-03-29,MIA,Away,PHI,PHI,W,118,95,-8,0.15,0.165,0.317
2025-03-27,MIA,Home,ATL,MIA,W,122,112,-1,0.06,0.194,0.256
2025-03-25,MIA,Home,GSW,MIA,W,112,86,5,0.13,0.11,0.244
2025-03-23,MIA,Home,CHA,MIA,W,122,105,-7.5,0.15,0.147,0.296
2025-03-21,MIA,Home,HOU,MIA,L,98,102,4.5,0.13,0.181,0.309
2025-03-19,MIA,Home,DET,MIA,L,113,116,4.5,0.11,0.134,0.246
2025-03-17,MIA,Away,NYK,NYK,L,95,116,7.5,0.20,0.18,0.38
2025-03-15,MIA,Away,MEM,MEM,L,91,125,5.5,0.14,0.13,0.271
2025-03-14,MIA,Home,BOS,MIA,L,91,103,8,0.14,0.109,0.25
2025-03-12,MIA,Home,LAC,MIA,L,104,119,-2.5,0.20,0.044,0.242
2025-03-10,MIA,Home,CHA,MIA,L,102,105,-9,0.07,0.117,0.191
2025-03-08,MIA,Home,CHI,MIA,L,109,114,-5,0.18,0.183,0.364
2025-03-07,MIA,Home,MIN,MIA,L,104,106,3.5,0.15,0.161,0.308
2025-03-05,MIA,Away,CLE,CLE,L,107,112,13,0.09,0.112,0.205
2025-03-03,MIA,Home,WAS,MIA,W,106,90,-8.5,0.16,0.104,0.259
2025-03-02,MIA,Home,NYK,MIA,L,112,116,6.5,0.06,0.121,0.182
2025-02-28,MIA,Home,IND,MIA,W,125,120,3,0.09,0.163,0.25
2025-02-26,MIA,Home,ATL,MIA,W,131,109,-3,0.09,0.075,0.162
2025-02-24,MIA,Away,ATL,ATL,L,86,98,2.5,0.14,0.208,0.345
2025-02-23,MIA,Away,MIL,MIL,L,113,120,4,0.12,0.104,0.219
2025-02-21,MIA,Away,TOR,TOR,W,120,111,-3.5,0.11,0.16,0.269
2025-02-13,MIA,Away,DAL,DAL,L,113,118,-3,0.18,0.125,0.302
2025-02-12,MIA,Away,OKC,OKC,L,101,115,14,0.12,0.125,0.241
2025-02-10,MIA,Home,BOS,MIA,L,85,103,8.5,0.14,0.1,0.243
2025-02-07,MIA,Away,BKN,BKN,L,86,102,-5,0.10,0.118,0.215
2025-02-05,MIA,Away,PHI,PHI,W,108,101,2,0.10,0.165,0.269
2025-02-04,MIA,Away,CHI,CHI,L,124,133,-4,0.09,0.136,0.224
2025-02-01,MIA,Away,SAS,SAS,W,105,103,-3,0.23,0.133,0.36
2025-01-29,MIA,Home,CLE,MIA,L,106,126,6,0.08,0.137,0.212
2025-01-27,MIA,Home,ORL,MIA,W,125,119,1,0.10,0.117,0.217
2025-01-25,MIA,Away,BKN,BKN,W,106,97,-7,0.12,0.184,0.304
2025-01-23,MIA,Away,MIL,MIL,L,96,125,6,0.11,0.144,0.255
2025-01-21,MIA,Home,POR,MIA,L,107,116,-9,0.07,0.232,0.306
2025-01-19,MIA,Home,SAS,MIA,W,128,107,-3.5,0.15,0.151,0.302
2025-01-17,MIA,Home,DEN,MIA,L,113,133,3.5,0.13,0.172,0.301
2025-01-15,MIA,Away,LAL,LAL,L,108,117,4.5,0.10,0.149,0.245
2025-01-13,MIA,Away,LAC,LAC,L,98,109,8.5,0.19,0.18,0.372
2025-01-11,MIA,Away,POR,POR,W,119,98,-4.5,0.15,0.198,0.352
2025-01-09,MIA,Away,UTA,UTA,W,97,92,-5.5,0.16,0.095,0.253
2025-01-07,MIA,Away,GSW,GSW,W,114,98,9,0.11,0.226,0.332
2025-01-06,MIA,Away,SAC,SAC,L,118,123,4,0.14,0.139,0.277
2025-01-04,MIA,Home,UTA,MIA,L,100,136,-8.5,0.16,0.174,0.337
2025-01-02,MIA,Home,IND,MIA,L,115,128,-2,0.11,0.196,0.305
2025-01-01,MIA,Home,NOP,MIA,W,119,108,-9,0.12,0.14,0.257
2024-12-29,MIA,Away,HOU,HOU,W,104,100,8.5,0.08,0.138,0.222
2024-12-28,MIA,Away,ATL,ATL,L,110,120,-1,0.19,0.153,0.339
2024-12-26,MIA,Away,ORL,ORL,W,89,88,1.5,0.15,0.202,0.349
2024-12-23,MIA,Home,BKN,MIA,W,110,95,-10,0.13,0.156,0.289
2024-12-21,MIA,Away,ORL,ORL,L,114,121,2,0.10,0.162,0.263
2024-12-20,MIA,Home,OKC,MIA,L,97,104,1,0.13,0.137,0.271
2024-12-16,MIA,Away,DET,DET,L,124,125,-4.5,0.16,0.207,0.366
2024-12-12,MIA,Home,TOR,MIA,W,114,104,-11.5,0.12,0.152,0.273
2024-12-08,MIA,Home,CLE,MIA,W,122,113,2.5,0.09,0.115,0.209
2024-12-07,MIA,Home,PHX,MIA,W,121,111,-5.5,0.18,0.158,0.341
2024-12-04,MIA,Home,LAL,MIA,W,134,93,-3.5,0.20,0.128,0.331
2024-12-02,MIA,Away,BOS,BOS,L,89,108,9.5,0.13,0.132,0.265
2024-12-01,MIA,Away,TOR,TOR,L,116,119,-5,0.17,0.08,0.252
2024-11-29,MIA,Home,TOR,MIA,W,121,111,-8,0.12,0.105,0.22
2024-11-27,MIA,Away,CHA,CHA,W,98,94,-4.5,0.05,0.106,0.16
2024-11-26,MIA,Home,MIL,MIA,L,103,106,-5.5,0.10,0.08,0.183
2024-11-24,MIA,Home,DAL,MIA,W,123,118,-2.5,0.16,0.147,0.302
2024-11-18,MIA,Home,PHI,MIA,W,106,89,-2.5,0.18,0.162,0.342
2024-11-17,MIA,Away,IND,IND,L,110,119,3.5,0.08,0.17,0.246
2024-11-15,MIA,Away,IND,IND,W,124,111,4.5,0.16,0.056,0.215
2024-11-12,MIA,Away,DET,DET,L,121,123,-1.5,0.14,0.114,0.258
2024-11-10,MIA,Away,MIN,MIN,W,95,94,7.5,0.19,0.177,0.363
2024-11-08,MIA,Away,DEN,DEN,L,122,135,3,0.15,0.149,0.296
2024-11-06,MIA,Away,PHX,PHX,L,112,115,5,0.16,0.133,0.288
2024-11-04,MIA,Home,SAC,MIA,L,110,111,-1.5,0.15,0.154,0.306
2024-11-02,MIA,Away,WAS,WAS,W,118,98,-9.5,0.13,0.237,0.366
2024-10-30,MIA,Home,NYK,MIA,L,107,116,2,0.13,0.17,0.296
2024-10-28,MIA,Home,DET,MIA,W,106,98,-8.5,0.16,0.135,0.295
2024-10-26,MIA,Away,CHA,CHA,W,114,106,-6,0.11,0.103,0.216
2024-10-23,MIA,Home,ORL,MIA,L,97,116,-2,0.12,0.221,0.337
2025-04-29,MIL,Away,IND,IND,L,118,119,8,0.13,0.111,0.241
2025-04-27,MIL,Home,IND,MIL,L,103,129,-4,0.12,0.153,0.268
2025-04-25,MIL,Home,IND,MIL,W,117,101,-5,0.18,0.128,0.311
2025-04-22,MIL,Away,IND,IND,L,115,123,4,0.12,0.093,0.209
2025-04-19,MIL,Away,IND,IND,L,98,117,6.5,0.10,0.116,0.212
2025-04-13,MIL,Home,DET,MIL,W,140,133,9,0.11,0.14,0.25
2025-04-11,MIL,Away,DET,DET,W,125,119,4.5,0.14,0.101,0.241
2025-04-10,MIL,Home,NOP,MIL,W,136,111,-16.5,0.17,0.144,0.309
2025-04-08,MIL,Home,MIN,MIL,W,110,103,6,0.14,0.149,0.289
2025-04-06,MIL,Away,NOP,NOP,W,111,107,-6.5,0.16,0.09,0.25
2025-04-05,MIL,Away,MIA,MIA,W,121,115,1,0.10,0.151,0.247
2025-04-03,MIL,Away,PHI,PHI,W,126,113,-11.5,0.11,0.108,0.216
2025-04-01,MIL,Home,PHX,MIL,W,133,123,-6.5,0.05,0.052,0.104
2025-03-30,MIL,Home,ATL,MIL,L,124,145,-4.5,0.08,0.196,0.274
2025-03-28,MIL,Home,NYK,MIL,L,107,116,-1,0.13,0.156,0.282
2025-03-26,MIL,Away,DEN,DEN,L,117,127,11.5,0.04,0.112,0.153
2025-03-24,MIL,Away,PHX,PHX,L,106,108,3,0.15,0.067,0.221
2025-03-22,MIL,Away,SAC,SAC,W,114,108,1.5,0.18,0.11,0.286
2025-03-20,MIL,Away,LAL,LAL,W,118,89,-8.5,0.22,0.103,0.324
2025-03-18,MIL,Away,GSW,GSW,L,93,104,-2,0.16,0.084,0.242
2025-03-16,MIL,Home,OKC,MIL,L,105,121,5.5,0.16,0.13,0.293
2025-03-15,MIL,Home,IND,MIL,W,126,119,-3.5,0.05,0.182,0.232
2025-03-13,MIL,Home,LAL,MIL,W,126,106,-6,0.14,0.146,0.283
2025-03-11,MIL,Away,IND,IND,L,114,115,1,0.08,0.196,0.278
2025-03-09,MIL,Home,CLE,MIL,L,100,112,7,0.15,0.172,0.324
2025-03-08,MIL,Home,ORL,MIL,L,109,111,-6.5,0.17,0.109,0.283
2025-03-05,MIL,Home,DAL,MIL,W,137,107,-12,0.10,0.147,0.251
2025-03-04,MIL,Away,ATL,ATL,W,127,121,-5,0.17,0.185,0.359
2025-03-01,MIL,Away,DAL,DAL,W,132,117,-2.5,0.20,0.15,0.346
2025-02-27,MIL,Home,DEN,MIL,W,121,112,3,0.21,0.162,0.368
2025-02-25,MIL,Away,HOU,HOU,L,97,100,3,0.16,0.07,0.23
2025-02-23,MIL,Home,MIA,MIL,W,120,113,-4,0.10,0.115,0.219
2025-02-21,MIL,Away,WAS,WAS,W,104,101,-5.5,0.14,0.192,0.332
2025-02-20,MIL,Home,LAC,MIL,W,116,110,2,0.13,0.188,0.322
2025-02-12,MIL,Away,MIN,MIN,W,103,101,9.5,0.11,0.163,0.269
2025-02-10,MIL,Home,GSW,MIL,L,111,125,7.5,0.15,0.21,0.362
2025-02-09,MIL,Home,PHI,MIL,W,135,127,3.5,0.10,0.188,0.287
2025-02-07,MIL,Away,ATL,ATL,L,110,115,-2.5,0.14,0.158,0.298
2025-02-05,MIL,Away,CHA,CHA,W,112,102,-10.5,0.17,0.084,0.253
2025-02-03,MIL,Away,OKC,OKC,L,96,125,17.5,0.13,0.156,0.284
2025-02-02,MIL,Home,MEM,MIL,L,119,132,-4,0.12,0.198,0.318
2025-01-31,MIL,Away,SAS,SAS,L,118,144,-2.5,0.17,0.204,0.376
2025-01-28,MIL,Away,POR,POR,L,112,125,-5.5,0.16,0.096,0.257
2025-01-27,MIL,Away,UTA,UTA,W,125,110,-8.5,0.20,0.101,0.303
2025-01-25,MIL,Away,LAC,LAC,L,117,127,3.5,0.16,0.162,0.322
2025-01-23,MIL,Home,MIA,MIL,W,125,96,-6,0.14,0.111,0.255
2025-01-19,MIL,Home,PHI,MIL,W,123,109,-12.5,0.18,0.158,0.333
2025-01-17,MIL,Home,TOR,MIL,W,130,112,-11,0.17,0.211,0.378
2025-01-15,MIL,Home,ORL,MIL,W,122,93,-6.5,0.21,0.152,0.359
2025-01-14,MIL,Home,SAC,MIL,W,130,115,-2,0.10,0.2,0.295
2025-01-12,MIL,Away,NYK,NYK,L,106,140,5,0.08,0.103,0.184
2025-01-10,MIL,Away,ORL,ORL,W,109,106,-6,0.21,0.167,0.373
2025-01-08,MIL,Home,SAS,MIL,W,121,105,-4.5,0.14,0.22,0.363
2025-01-06,MIL,Away,TOR,TOR,W,128,104,-6,0.14,0.216,0.351
2025-01-04,MIL,Home,POR,MIL,L,102,105,-12.5,0.21,0.172,0.382
2025-01-02,MIL,Home,BKN,MIL,L,110,113,-12.5,0.14,0.175,0.318
2024-12-31,MIL,Away,IND,IND,W,120,112,-2,0.09,0.187,0.28
2024-12-28,MIL,Away,CHI,CHI,L,111,116,-2,0.14,0.149,0.288
2024-12-26,MIL,Home,BKN,MIL,L,105,111,-6.5,0.13,0.121,0.255
2024-12-23,MIL,Away,CHI,CHI,W,112,91,3,0.10,0.204,0.301
2024-12-21,MIL,Home,WAS,MIL,W,112,101,-8.5,0.16,0.178,0.336
2024-12-20,MIL,Away,CLE,CLE,L,101,124,9,0.14,0.145,0.288
2024-12-14,MIL,Home,ATL,MIL,W,110,102,-3.5,0.17,0.155,0.328
2024-12-10,MIL,Home,ORL,MIL,W,114,109,-8,0.13,0.153,0.286
2024-12-08,MIL,Away,BKN,BKN,W,118,113,-6,0.13,0.132,0.264
2024-12-06,MIL,Away,BOS,BOS,L,105,111,8,0.06,0.108,0.172
2024-12-04,MIL,Home,ATL,MIL,L,104,119,-4.5,0.09,0.176,0.263
2024-12-03,MIL,Away,DET,DET,W,128,107,-2.5,0.12,0.198,0.316
2024-11-30,MIL,Home,WAS,MIL,W,124,114,-14.5,0.15,0.238,0.385
2024-11-26,MIL,Away,MIA,MIA,W,106,103,5.5,0.08,0.103,0.183
2024-11-23,MIL,Home,CHA,MIL,W,125,119,-8,0.16,0.216,0.373
2024-11-22,MIL,Home,IND,MIL,W,129,117,-5.5,0.20,0.204,0.408
2024-11-20,MIL,Home,CHI,MIL,W,122,106,-9,0.10,0.185,0.283
2024-11-18,MIL,Home,HOU,MIL,W,101,100,-3.5,0.14,0.235,0.379
2024-11-16,MIL,Away,CHA,CHA,L,114,115,-4,0.07,0.096,0.169
2024-11-13,MIL,Home,DET,MIL,W,127,120,-7,0.19,0.19,0.377
2024-11-12,MIL,Home,TOR,MIL,W,99,85,-9,0.22,0.247,0.462
2024-11-10,MIL,Home,BOS,MIL,L,107,113,5,0.17,0.188,0.353
2024-11-08,MIL,Away,NYK,NYK,L,94,116,6.5,0.05,0.135,0.188
2024-11-07,MIL,Home,UTA,MIL,W,123,100,-10,0.34,0.157,0.498
2024-11-04,MIL,Away,CLE,CLE,L,114,116,8,0.08,0.152,0.232
2024-11-02,MIL,Home,CLE,MIL,L,113,114,-2,0.09,0.137,0.231
2024-10-31,MIL,Away,MEM,MEM,L,99,122,-6.5,0.23,0.146,0.373
2024-10-28,MIL,Away,BOS,BOS,L,108,119,9,0.17,0.175,0.342
2024-10-27,MIL,Away,BKN,BKN,L,102,115,-8.5,0.14,0.154,0.294
2024-10-25,MIL,Home,CHI,MIL,L,122,133,-9,0.12,0.173,0.297
2024-10-23,MIL,Away,PHI,PHI,W,124,109,-4,0.14,0.153,0.288
2025-05-28,MIN,Away,OKC,OKC,L,94,124,9,0.14,0.189,0.333
2025-05-26,MIN,Home,OKC,MIN,L,126,128,3,0.13,0.084,0.21
2025-05-24,MIN,Home,OKC,MIN,W,143,101,3,0.12,0.123,0.243
2025-05-22,MIN,Away,OKC,OKC,L,103,118,8,0.10,0.115,0.211
2025-05-20,MIN,Away,OKC,OKC,L,88,114,7,0.09,0.108,0.196
2025-05-14,MIN,Home,GSW,MIN,W,121,110,-9.5,0.18,0.131,0.311
2025-05-12,MIN,Away,GSW,GSW,W,117,110,-4.5,0.12,0.19,0.309
2025-05-10,MIN,Away,GSW,GSW,W,102,97,-5.5,0.10,0.118,0.214
2025-05-08,MIN,Home,GSW,MIN,W,117,93,-11,0.13,0.119,0.248
2025-05-06,MIN,Home,GSW,MIN,L,88,99,-6,0.12,0.128,0.245
2025-04-30,MIN,Away,LAL,LAL,W,103,96,6,0.17,0.158,0.33
2025-04-27,MIN,Home,LAL,MIN,W,116,113,-2.5,0.14,0.133,0.277
2025-04-25,MIN,Home,LAL,MIN,W,116,104,-4,0.16,0.229,0.387
2025-04-22,MIN,Away,LAL,LAL,L,85,94,5.5,0.12,0.128,0.243
2025-04-19,MIN,Away,LAL,LAL,W,117,95,4.5,0.18,0.096,0.277
2025-04-13,MIN,Home,UTA,MIN,W,116,105,-23,0.22,0.134,0.35
2025-04-11,MIN,Home,BKN,MIN,W,117,91,-21.5,0.13,0.094,0.225
2025-04-10,MIN,Away,MEM,MEM,W,141,125,-2,0.11,0.131,0.24
2025-04-08,MIN,Away,MIL,MIL,L,103,110,-6,0.15,0.14,0.289
2025-04-05,MIN,Away,PHI,PHI,W,114,109,-16,0.10,0.118,0.214
2025-04-03,MIN,Away,BKN,BKN,W,105,90,-14,0.15,0.161,0.309
2025-04-01,MIN,Away,DEN,DEN,W,140,139,3.5,0.12,0.186,0.302
2025-03-30,MIN,Home,DET,MIN,W,123,104,-8,0.12,0.11,0.23
2025-03-28,MIN,Home,PHX,MIN,W,124,109,-8.5,0.14,0.118,0.258
2025-03-24,MIN,Away,IND,IND,L,103,119,-2,0.11,0.153,0.265
2025-03-21,MIN,Home,NOP,MIN,W,134,93,-15.5,0.14,0.147,0.282
2025-03-19,MIN,Home,NOP,MIN,L,115,119,-13,0.13,0.122,0.247
2025-03-17,MIN,Home,IND,MIN,L,130,132,-11,0.13,0.143,0.275
2025-03-16,MIN,Home,UTA,MIN,W,128,102,-13,0.19,0.108,0.294
2025-03-14,MIN,Home,ORL,MIN,W,118,111,-11,0.13,0.091,0.221
2025-03-12,MIN,Away,DEN,DEN,W,115,95,1.5,0.12,0.141,0.257
2025-03-09,MIN,Home,SAS,MIN,W,141,124,-11,0.10,0.132,0.231
2025-03-07,MIN,Away,MIA,MIA,W,106,104,-3.5,0.16,0.147,0.308
2025-03-05,MIN,Away,CHA,CHA,W,125,110,-9,0.16,0.155,0.311
2025-03-04,MIN,Home,PHI,MIN,W,126,112,-13,0.09,0.101,0.19
2025-03-02,MIN,Away,PHX,PHX,W,116,98,-1.5,0.23,0.105,0.334
2025-02-28,MIN,Away,UTA,UTA,L,116,117,-4,0.16,0.15,0.31
2025-02-27,MIN,Away,LAL,LAL,L,102,111,6,0.14,0.105,0.242
2025-02-24,MIN,Away,OKC,OKC,W,131,128,11.5,0.11,0.184,0.289
2025-02-23,MIN,Home,OKC,MIN,L,123,130,9,0.08,0.121,0.203
2025-02-21,MIN,Away,HOU,HOU,L,115,121,4,0.12,0.077,0.192
2025-02-13,MIN,Home,OKC,MIN,W,116,101,9.5,0.11,0.16,0.266
2025-02-12,MIN,Home,MIL,MIN,L,101,103,-9.5,0.16,0.106,0.269
2025-02-10,MIN,Away,CLE,CLE,L,107,128,7.5,0.12,0.18,0.304
2025-02-08,MIN,Home,POR,MIN,W,114,98,-4,0.09,0.149,0.239
2025-02-06,MIN,Home,HOU,MIN,W,127,114,-1,0.13,0.189,0.315
2025-02-05,MIN,Home,CHI,MIN,W,127,108,-11.5,0.12,0.109,0.229
2025-02-03,MIN,Home,SAC,MIN,L,114,116,-5,0.12,0.086,0.203
2025-02-01,MIN,Home,WAS,MIN,L,103,105,-12,0.11,0.091,0.201
2025-01-30,MIN,Away,UTA,UTA,W,138,113,-5.5,0.13,0.105,0.233
2025-01-29,MIN,Away,PHX,PHX,W,121,113,1,0.18,0.124,0.303
2025-01-27,MIN,Home,ATL,MIN,W,100,92,-10.5,0.15,0.155,0.304
2025-01-25,MIN,Home,DEN,MIN,W,133,104,3.5,0.14,0.081,0.221
2025-01-22,MIN,Away,DAL,DAL,W,115,114,-3.5,0.21,0.12,0.332
2025-01-20,MIN,Away,MEM,MEM,L,106,108,5,0.09,0.238,0.327
2025-01-18,MIN,Home,CLE,MIN,L,117,124,5,0.07,0.116,0.19
2025-01-17,MIN,Away,NYK,NYK,W,116,99,3,0.12,0.103,0.219
2025-01-15,MIN,Home,GSW,MIN,L,115,116,-7,0.11,0.089,0.2
2025-01-13,MIN,Away,WAS,WAS,W,120,106,-14.5,0.17,0.204,0.371
2025-01-11,MIN,Home,MEM,MIN,L,125,127,-2.5,0.14,0.13,0.27
2025-01-09,MIN,Away,ORL,ORL,W,104,89,-5.5,0.13,0.131,0.259
2025-01-07,MIN,Away,NOP,NOP,W,104,97,-4,0.14,0.175,0.319
2025-01-06,MIN,Home,LAC,MIN,W,108,106,-2.5,0.16,0.189,0.349
2025-01-04,MIN,Away,DET,DET,L,105,119,-6.5,0.17,0.202,0.367
2025-01-02,MIN,Home,BOS,MIN,L,115,118,3,0.08,0.116,0.197
2024-12-31,MIN,Away,OKC,OKC,L,105,113,6.5,0.10,0.2,0.3
2024-12-29,MIN,Home,SAS,MIN,W,112,110,-6,0.14,0.125,0.26
2024-12-27,MIN,Away,HOU,HOU,W,113,112,1,0.15,0.117,0.264
2024-12-25,MIN,Away,DAL,DAL,W,105,99,5,0.07,0.132,0.199
2024-12-23,MIN,Away,ATL,ATL,L,104,117,-3.5,0.13,0.196,0.33
2024-12-21,MIN,Home,GSW,MIN,L,103,113,-4,0.15,0.198,0.345
2024-12-19,MIN,Home,NYK,MIN,L,107,133,-3.5,0.22,0.169,0.387
2024-12-15,MIN,Away,SAS,SAS,W,106,92,-4.5,0.18,0.174,0.357
2024-12-13,MIN,Home,LAL,MIN,W,97,87,-8.5,0.22,0.121,0.345
2024-12-08,MIN,Away,GSW,GSW,L,106,114,1.5,0.05,0.158,0.211
2024-12-06,MIN,Away,GSW,GSW,W,107,90,-1.5,0.15,0.118,0.269
2024-12-04,MIN,Away,LAC,LAC,W,108,80,-4.5,0.19,0.125,0.313
2024-12-02,MIN,Home,LAL,MIN,W,109,80,-7.5,0.17,0.122,0.289
2024-11-29,MIN,Home,LAC,MIN,W,93,92,-6.5,0.05,0.269,0.323
2024-11-27,MIN,Home,SAC,MIN,L,104,115,-3,0.14,0.103,0.247
2024-11-26,MIN,Home,HOU,MIN,L,111,117,-2.5,0.12,0.17,0.294
2024-11-24,MIN,Away,BOS,BOS,L,105,107,8,0.09,0.178,0.267
2024-11-21,MIN,Away,TOR,TOR,L,105,110,-7,0.10,0.175,0.278
2024-11-17,MIN,Home,PHX,MIN,W,120,117,-7.5,0.17,0.116,0.286
2024-11-15,MIN,Away,SAC,SAC,W,130,126,-1.5,0.11,0.162,0.275
2024-11-13,MIN,Away,POR,POR,L,98,106,-10,0.16,0.186,0.344
2024-11-12,MIN,Away,POR,POR,L,108,122,-9,0.18,0.149,0.329
2024-11-10,MIN,Home,MIA,MIN,L,94,95,-7.5,0.18,0.186,0.363
2024-11-08,MIN,Home,POR,MIN,W,127,102,-11.5,0.19,0.143,0.333
2024-11-07,MIN,Away,CHI,CHI,W,135,119,-9.5,0.14,0.076,0.216
2024-11-04,MIN,Home,CHA,MIN,W,114,93,-11.5,0.11,0.125,0.237
2024-11-02,MIN,Away,SAS,SAS,L,103,113,-3.5,0.11,0.066,0.176
2024-11-01,MIN,Home,DEN,MIN,W,119,116,-3.5,0.12,0.192,0.313
2024-10-29,MIN,Home,DAL,MIN,L,114,120,-4,0.13,0.227,0.352
2024-10-26,MIN,Home,TOR,MIN,W,112,101,-15,0.11,0.253,0.363
2024-10-24,MIN,Away,SAC,SAC,W,117,115,-1,0.08,0.19,0.269
